assetid,anatomy_model,avg_touches
W01E100900,Mastectomy,1.0
W01E127511,Cervix Anatomy,1.0
W01Y108364,Blood Clot in Vein,1.0
W13264,Diabetes Type 1 Glucose Absorption,1.75
W01925,Heart,1.0
W01E108140,Adam Insulin ,1.0
W01E124995,Type 2 Diabetes - Glucose Absorption,1.0
W01Y115357,Thorax,1.0
W01E100959,Acne,1.0
W26113,Inguinal Hernia: Indirect,1.0
W20128,Wagner Classification,1.0
W01Y102342,Heart,1.5
W01E129098,Pancreas Anatomy,1.0
W01E125723,Large Intestine Cross Section,2.0
W01E116881,Diabetes Type 1 Insulin Release,1.0
W01E102830,Aortic Valve Stenosis,2.0
W01E115562,Appendicitis,2.0
W01E133289,Cardiac Catheterization,1.0
W36913,Back Pain,1.0
W01E131146,Dry Macular Degeneration,1.0
W01Y104186,Strep Throat,1.0
W01Y105318,Pelvis,1.0
W01E107645,Prostate Anatomy Tour,1.2
W08281,Kidney,1.0
W01Y107367,Back Pain,1.75
W35578,Pulmonary Edema,1.0
W19498,Neck,2.0
W01E115692,Arm,1.0
W01Y107137,Ankylosing Spondylitis,1.0
W01035,Asthma Inhaler,1.0
W26101,Aplastic Anemia,1.0
W01Y100362,Stomach,1.0
W01E120391,Back Pain,1.0
W01E118361,Heart,2.0
W01E128035,High Blood Pressure,1.0
W01E107203,Neck,1.0
W01E124193,Rheumatoid Arthritis,2.0
W01Y105657,Thorax,2.0
W10204,Neck,1.5
W01E121638,Endometriosis,1.0
W01E124312,Endoscopy,2.0
W01E111536,Heart Failure,1.0
W19957,Gallstone Pancreatitis,1.0
W01E122705,Adam Insulin ,1.0
W01Y108732,Pregnancy,1.0
W01E106325,Neck,2.0
W10164,Prostate Anatomy Tour,1.25
W26092,Stomach Cross Section,2.0
W01Y109041,Diabetic Foot Complications,1.0
W36346,Pancreatic Bile Duct,1.0
W01E114425,Depression: Brain Activity,1.0
W01E121923,Kyphosis,1.0
W01E101200,Torn Rotator Cuff,1.0
W01E117351,Heart,2.0
W03614,Warts on Skin,1.0
W01E100227,Pelvis,1.0
W01E120143,Pregnancy,1.0
W01E123216,Spine,1.6666666666666667
W01E108647,Mole Mapping,1.0
W01E128053,Neck,1.0
W01E126927,Diabetic Nerve Problem,1.6666666666666667
W03111,ABCDE Moles,2.0
W10244,Scoliosis,1.4444444444444444
W01E129094,Endometriosis,2.0
W10766,Melanoma: Tissue,1.0
W35685,Esophagus,2.0
W39543,Heart,1.3333333333333333
W01E119804,Type 2 Diabetes - Glucose Absorption,1.0
W03147,Heart,2.5
W27152,Strep Throat,2.0
W43804,Prostate Anatomy Tour,3.0
W19952,Large Intestine Cross Section,1.0
W24380,Spine,2.0
W01Y101124,Mole Mapping,1.0
W01842,Low Testosterone,1.0
W01E100599,Diabetic Nerve Problem,1.2
DW04538,Diverticulitis,1.0
W01Y108361,Neck,2.0
W01Y106504,Colon Polyps,1.5
W01Y104849,Implantable Port,1.0
W01E127847,Insulin and Glucose,2.0
W01E130433,Knee,3.3333333333333335
W43786,Hand,1.0
W01E126994,Adam Insulin ,1.0
W10895,Influenza,1.0
W01E132787,Heart,1.75
W06710,Neck,1.0
W01Y102957,Foot,1.0
W01E111103,Aortic Valve Stenosis,1.5
W01E112411,Atrial Fibrillation with Conduction System,5.5
W36805,Ulcerative Colitis,1.3333333333333333
W38529,Strep Throat,1.0
W01E104229,Hypoglycemia,1.0
W01E101757,Gallbladder Anatomy,2.0
W01Y112846,Neck,1.0
W01Y105315,Strep Throat,1.0
W01223,Osteoarthritis,2.0
W26534,Hypoglycemia,1.6666666666666667
W01E104229,Blister,3.4347826086956523
W36605,Pneumonia,1.0
W01E106474,Colon Cancer,1.0
W01E130904,External Beam Radiation,1.0
W01E119804,Strep Throat,1.0
W01E122010,Acne,1.0
W10811,Spine,1.0
W01E119982,Colon Cancer,2.6666666666666665
W04480,Wrist,1.0
W01Y101011,Hiatal Hernia,1.0
W01E124716,Brain,1.0
W01E119734,Spine,1.6666666666666667
W01Y109618,Mohs Surgery,1.0
W01Y100653,Thyroid Nodules,1.0
W01Y106352,Knee,1.0
W01Y109529,Heart,1.4
W34489,Type 2 Diabetes - Glucose Absorption,1.0
W19336,C-Section,2.5
W39124,Bladder,1.0
W01E101743,Atrial Fibrillation with Conduction System,1.0
W28304,Foot,2.0
W01Y103993,Irritable Bowel Syndrome,1.0
W26266,Vasculature,1.0
W15941,Diabetic Nerve Problem,1.0
W01E131716,Blister,1.0
W01E127695,Rheumatoid Arthritis,1.0
W01Y107669,BPH,1.0
W13724,Vasculature,1.1666666666666667
W01E104678,Irritable Bowel Syndrome,1.0
W01Y107678,Adam Insulin ,1.0
W01Y103357,Rheumatoid Arthritis,1.0
W01E117335,Migraine,1.0
W31189,Back Pain,1.5
W01Y102711,Melanoma,1.0
W01E126995,Insulin and Glucose,1.0
W20327,Psoriatic Arthritis,1.0
W01Y103357,Ankylosing Spondylitis,1.0
W01E103465,Spine,1.2941176470588236
W42931,Asthma Inhaler,2.0
W01E128887,Colon Polyps,1.5
W01058,Pregnancy,1.0
W37509,Thorax,1.0
W06584,Varicose Veins,1.0
W01E101084,Hand,1.5
W01E119802,Large Intestine Cross Section,2.0
W01E119983,Diabetes Type 1 Insulin Release,3.0
W01Y112353,Brain,3.0
W01E105757,Pelvis,2.0
W01E129095,Spine,1.375
W13373,ADHD,1.0
W01Y111984,Rectocele,3.0
W25764,Pancreas Anatomy,3.0
W01E134374,Gout,1.0
W01Y107678,Pertussis,1.0
W01E106474,Colon Polyps,1.0
W01Y111491,Heart,2.8333333333333335
W26357,Mammography,1.0
W03787,Large Intestine Cross Section,1.2727272727272727
W01E106822,Thorax,1.0
W01E119605,Liver Cirrhosis,2.5
W01Y106743,Neck,1.5
W01E100581,Migraine,1.0
W01E114425,Menopause,2.0
W14570,Stye,1.0
W01Y109041,Atrial Fibrillation with Conduction System,1.0
W01E113840,ADHD,1.0
W20132,Asthma Inhaler,1.4
W27939,Vasculature,2.0
W01E110653,Type 2 Diabetes - Glucose Absorption,2.0
W01E108036,Gastric Outlet Obstruction,3.0
W02734,Gallbladder Anatomy,1.0
W39703,Diabetic Nerve Problem,1.0
W01E102664,Vasculature,2.0
W01E125609,Abdomen,2.0
W01Y101425,Asthma Inhaler,1.0
W01E118930,Eye,1.0
W19978,Pancreas Anatomy,1.5
W02243,Wagner Classification,1.0
DW04538,Bladder,1.0
W01Y102745,Artery Blockage,1.0
W01Y104583,Colonoscopy,1.0
W01E119713,Adam Insulin ,1.0
W07389,Wrist,1.0
W01E119713,Wagner Classification,1.0
W01E103997,Leg,2.0
W01E117335,Insulin and Glucose,1.0
W07453,Vasculature,1.0
W01E120147,Rheumatoid Arthritis,1.0
W01E117564,Urinary System,1.0
W01Y104525,Osteoporosis,1.0
W37249,Osteoarthritis,1.0
W39245,GERD,1.0
W01E100966,Large Intestine Cross Section,1.0
W13410,HPV,1.0
W01Y110699,Atrial Fibrillation,1.0
W11575,Aplastic Anemia,1.0
W10936,Knee,1.0
W01E120192,Thyroid Nodules,1.0
W01E119668,Spine,1.0
W46647,Insulin and Glucose,1.0
W01E131366,Eye,1.0
W11294,Acne Detailed,2.0
W01E128060,Pulmonary Edema,1.0
W24081,Hiatal Hernia,1.0
W01Y104903,Melanoma,1.0
W01Y113313,Basal Cell Carcinoma,1.0
W06771,Neck,1.0
W04215,Diabetic Foot Complications,1.3333333333333333
W01Y100296,Endometriosis,1.0
W01E119293,Comminuted Fracture,1.5
W01E122102,Back Pain,1.0
W01Y107669,Heart,1.75
W01Y101347,Foot,1.0
W01E115939,Crohn's Disease,1.0
W01Y103398,Neck,2.0
W01E104193,Thorax,1.0
W01E116930,Neck,2.0
W01Y104638,Enlarged Parathyroid Gland,1.0
W16115,Wrist,1.0
W01E131146,Concussion: Brain Injury,1.0
W01E114739,Leg,1.0
W01E104697,Pharyngitis,1.0
W35733,Heart,2.5
W01E128742,Head,1.5
W02303,Diabetic Foot Complications,2.0
W01Y103183,Kidney,2.0
W01E101046,Diabetic Foot Complications,1.0
W11011,Deep Vein Thrombosis,1.0
W01Y100168,Uterine Fibroids,3.0
W11267,Pancreas Anatomy,1.5
W01E115449,Head,1.5
W01E110702,Diabetic Nerve Problem,1.0
W01Y111662,Neck,1.0
W01Y102290,Stomach,2.0
W01E114026,Brain,1.6666666666666667
W01E110935,Neck,1.0
W01E104105,Lung,1.0
W01Y109147,Adam Insulin ,1.0
W14708,Large Intestine Cross Section,1.0
W24094,GERD,1.0
W42992,Diabetic Nerve Problem,1.0
W15285,Osteoarthritis,1.0
W20450,Pancreatic Bile Duct,1.0
W01E125666,Diabetic Retinopathy,1.0
W01E121638,Celiac Disease,1.3333333333333333
W06514,Acne,1.0
W01E119685,Asthma Inhaler,1.0
W01Y102025,Neck,1.0
W35578,Hepatitis,1.0
W01E111015,Diverticulitis,1.0
W01Y103397,Sickle Cell Anemia,1.0
W01Y102983,Diabetes Type 2 Glucose Transport,1.0
W01Y112145,Aortic Valve Stenosis,2.0
W27804,Deep Vein Thrombosis,1.0
W13613,ABCDE Moles,1.5
W46844,Colon Polyps,1.0
W01Y101782,Psoriatic Arthritis,1.0
W26689,Deep Vein Thrombosis,1.0
W01Y100499,Liver Cancer,1.0
W01Y104507,Wagner Classification,1.0
W03256,Cataract,1.0
W01E119605,Large Intestine Cross Section,1.0
W01E103278,IUD Placement,1.0
W01E116881,Thorax,1.0
W01E100903,Prostate Brachytherapy,1.0
W01Y114183,Liver Cirrhosis,1.0
W01Y102983,Cardiac Catheterization,1.0
W01E109897,Type 2 Diabetes - Glucose Absorption,1.0
W15571,Leg,1.0
W26539,Wagner Classification,1.0
W25257,Knee,2.0
W20216,Thyroid Cancer,1.0
W01Y103827,Bladder Cancer,1.5
W49019,High Blood Pressure,1.0
W01Y100661,Pancreas Anatomy,1.0
W01E106171,Low Testosterone,1.0
W38129,Diabetic Nerve Problem,1.4285714285714286
W01E128881,Colon Polyps,1.0
W01E105641,Foot,1.5
W01E100953,Diabetic Foot Complications,2.3333333333333335
W01E120496,Blister,2.0
W01E134179,Lung,1.0
W01E120496,Diabetes Type 1 Glucose Absorption,1.0
W01E104715,Pregnancy,1.0
W01E116593,Psoriatic Arthritis,1.0
W01E125054,Uterine Fibroids,1.6
W14228,Pancreatic Cancer,1.0
W01E117744,Osteoporosis,1.0
W01Y104887,Thorax,1.0
W09688,Teeth,1.0
W15896,Vasculature,1.0
W14698,Leg,1.0
W01Y107584,Cardiac Catheterization,1.0
W01E104616,Pelvis,1.0
W01E114325,Prostate Brachytherapy,1.4444444444444444
W01E101084,High Blood Pressure,1.0
W31045,Diabetic Nerve Problem,1.0
W31559,Liver Cirrhosis,2.0
W01Y100145,Leg,1.0
W01E128408,Diabetic Retinopathy,1.75
W01E129474,Vasculature,2.0
W05602,Stomach,2.0
W01E115330,Abdomen,3.0
W13923,Insulin and Glucose,3.0
W01E127969,Celiac Disease,2.0
W01Y104813,Spine,3.0
W10796,Lupus,1.0
W01Y113245,Osteoarthritis,1.0
W46527,Abdomen,2.0
W01E111384,Diabetic Foot Complications,2.25
W01E105909,Head,2.0
W01Y103170,Large Intestine Cross Section,1.0
W01E114349,Scoliosis,1.0
W01E129829,Head,1.0
W01Y105841,Myocardial Ischemia,1.0
W28666,Lymphatic System,2.0
W01E116891,Shingles,1.0
W01E126002,Liver Cirrhosis,2.0
W01Y103057,Thyroid Nodules,1.0
W13187,Diabetic Foot Complications,1.0
W01E120046,Glaucoma,2.0
W07600,Diabetic Foot Complications,1.0
W25257,Wrist,1.0
W01E115747,Osteoporosis,1.0
W01E118271,Glaucoma,1.0
W01E116878,Pelvis,1.0
W25120,Heart,3.142857142857143
W01Y100522,Stomach Cancer,1.0
W01E105911,Fusiform Aneurysm,3.0
W13508,IUD Placement,2.0
W01E119662,C-Section,1.5
W01E119527,Adam Insulin ,1.0
W01E106171,Thyroid Nodules,1.0
W01Y100266,Concussion: Brain Injury,2.0
W01E101507,Thorax,2.0
W01E101638,Barrett's Esophagus,1.0
W01E115294,Knee,3.0
W01E112092,Diabetic Nerve Problem,1.1818181818181819
W35599,Lung Cancer,2.0
W01E116722,Mitral Valve Regurgitation,1.0
W01Y100375,Diabetic Foot Complications,4.444444444444445
W01E106195,Irritable Bowel Syndrome,1.0
W01E131146,Kidney Cancer,2.0
W01Y104584,Large Intestine Cross Section,1.0
W01E104838,Colon Polyps,1.0
W08198,Prostate Anatomy Tour,1.0
W01E133672,Cardiac Catheterization,1.0
W01E105641,Mohs Surgery,1.0
W46078,Abdomen,1.25
W01E131738,Osteoporosis,1.5
W01Y109923,Neck,2.0
W01E109441,Pelvis,1.0
W01E101875,Atrial Fibrillation with Conduction System,1.0
W01Y101484,McDonald's Criteria,1.0
W01E114881,Thyroid Cancer,1.0
W01Y113546,Pharyngitis,1.0
W01E122613,Foot,1.0
W01E120372,Wagner Classification,1.0
W01E110359,Chemotherapy IV,1.0
W01133,Artery Blockage,1.0
W01E111969,Hiatal Hernia,1.0
W01Y100145,Leukopenia,1.0
W16008,Blister,1.0
W01E131742,Brain,1.0
W37716,Vaginal Birth,2.5
W01Y100822,Insulin and Glucose,1.0
W46527,Head,1.0
W01E114349,Ankylosing Spondylitis,1.0
W46920,Torn Rotator Cuff,1.0
W01E134234,Crohn's Disease,1.0
W10921,Spine,1.0
W38202,Depression: Brain Activity,1.0
W15309,Varicose Veins,1.0
W01Y112083,Sinus,1.0
W01Y103652,Lung,1.0
W01E114349,Endometrial Cancer,1.0
W01E119811,Basal Cell Carcinoma (Gross),4.0
W02011,C-Section,2.0
W07795,Endoscopy,1.0
W42795,Neck,1.0
W01E126579,Neck,1.0
W01E124190,Outer Ear Infection,2.5
W07994,ADHD,2.0
W24094,Abdomen,1.0
W28770,Mohs Surgery,1.0
W01Y107365,Kidney Stones,2.0
W14487,Diverticulosis,1.5
W01E110469,Liver Cirrhosis,1.0
W37249,Advanced Atherosclerosis,2.0
W01E128053,Teeth,2.0
W01E112288,Chemotherapy IV,1.0
W01E118840,Neck,1.0
W01E126637,ADHD,1.0
W01E114366,Neck,1.0
W06474,Pregnancy,1.0
W10348,Insulin and Glucose,1.0
W15842,Colon Cancer,2.0
W01Y108144,Chemotherapy IV,1.5
W10964,Aortic Dissection,1.0
W01E118399,Head,2.0
W01E112141,Torn ACL,1.0
W01E129124,Teeth,1.0
W38568,Pelvis,2.0
W10490,Neck,1.0
W01E134241,Pancreatic Bile Duct,2.0
W01E112009,Teeth,1.0
W35578,Thorax,2.0
W01E103572,Strep Throat,1.0
W01E119802,Diabetes Type 2 Glucose Transport,1.0
W01E119391,C-Section,1.0
W01E101875,Ventral Hernia,1.0
W38307,Colonoscopy,1.0
W15009,Systems,1.5
W28415,Spine,2.5
W15470,Crohn's Disease,1.0
W01Y102647,Arm,1.0
W08596,Heart Failure,1.0
W01Y108144,Enlarged Parathyroid Gland,1.0
W01E117475,Heart,1.5
W01Y109592,Crohn's Disease,1.0
W27230,Colonoscopy,1.0
W01E110101,Inguinal Hernia: Indirect,1.0
W37627,Torn Rotator Cuff,1.5
W01Y111856,Colon Polyps,1.0
W01E123599,Varicose Veins,1.6666666666666667
W01Y102670,Spine,1.0
W39438,Varicose Veins,1.0
W01E119812,Foot,1.0
W01E134249,Atherosclerosis,1.0
W01E118355,Insulin and Glucose,1.0
W08065,Pancreatic Cancer,1.0
W01E115886,Diabetic Nerve Problem,1.0
W43095,Neck,1.0
W01E126197,Glaucoma,1.0
W01E120551,Pancreatic Cancer,1.0
W01E119711,Pancreas Anatomy,1.0
W01E123919,Glaucoma,1.0
W01E103465,Cervical Burst Fracture,1.0
W01E110101,Bronchitis,1.0
W01E121489,Lung,1.0
W04417,Prostate Anatomy Tour,1.0
W01E126634,Liver Cancer,1.0
W01Y114432,Colonoscopy,2.0
W01Y111771,Lymph Nodes around Uterus,1.0
W01Y113234,Coronary Artery Disease,1.0
W01E131366,Rheumatoid Arthritis,1.0
W01E129474,Aortic Valve Stenosis,1.0
W01Y106605,Thorax,1.0
W01E118973,Menopause,3.0
W01E112009,Adam Insulin ,1.4
W05098,Heart Failure,1.0
W14566,Systems,8.0
W01E111804,Neck,1.0
W01E131366,Prostate Anatomy Tour,2.0
W01E104695,Head,4.0
W01E108402,Neck,1.3333333333333333
W20150,Psoriasis,2.0
W01E126766,Endometrial Cancer,1.0
W04417,Diabetic Nerve Problem,3.0
W01E119719,Diabetic Foot Complications,1.0
W01E128618,Artery Blockage,1.0
W13617,Thorax,1.0
W03256,Alzheimer's Disease,2.6666666666666665
W01Y100932,Barrett's Esophagus,2.0
W01E113867,Torn Rotator Cuff,1.0
W10920,Teeth,1.0
W28770,Spine,2.0
W01E115294,Thyroid Nodules,1.0
W26048,Torn Rotator Cuff,1.0
W13628,Basal Cell Carcinoma,2.0
W01E127695,Stomach Cancer,1.0
W01Y100515,Heart Failure,1.0
W13579,Back Pain,1.0
W39124,IUD Placement,1.0
W05477,Crohn's Disease,1.0
W01E104345,Thorax,1.0
W01E108357,Cervical Burst Fracture,1.0
W01E102885,Dry Eye,2.0
W26787,Diverticulitis,1.0
W01Y104810,Mohs Surgery,1.0
W35251,Systems,2.0
W01E128618,Brain,1.0
W01829,Ulcerative Colitis,1.0
W01E133167,Leg,1.0
W01E123274,Prostate Anatomy Tour,1.0
W01E106275,Food Allergy,2.0
W01E100968,Urinary Tract Infection,2.0
W01E134302,ABCDE Moles,1.0
W19498,Hand,2.0
W28095,Abdomen,1.0
W01E107851,Varicose Veins,1.6666666666666667
W10077,GERD,1.0
W01E111104,Skin,1.6666666666666667
W04215,Atrial Fibrillation with Conduction System,1.0
W15132,Epilepsy,1.5
W46441,Diabetes Type 2 Glucose Transport,1.0
W25754,Foot,1.0
W01E100969,Menopause,1.0
W35400,Hypoparathyroidism,1.0
W01E125609,Heart Failure,1.0
W01E134238,Osteoarthritis,1.25
W01055,Hand,1.0
W42931,Stomach,3.5
W01E127695,Barrett's Esophagus,1.0
W01E128618,Eye,1.0
W01E101714,Thorax,1.0
W01E104695,Sinus,2.0
W01E115984,Elbow,2.0
W01E106771,Liver,1.0
W26062,Insulin and Glucose,1.0
W01E106822,Prostate Anatomy Tour,1.0
W10077,Mole Mapping,1.0
W46689,Leg,1.0
W01Y100155,Osteoporosis,1.0
W01E123821,Pancreas Anatomy,1.0
W05496,Pancreas Anatomy,1.0
W01E104124,Mohs Surgery,1.0
W01E112741,GERD,1.0
W05496,Kidney Cancer,1.0
W01E117005,Osteoporosis,1.0
W05098,Melanoma,1.0
W27196,Asthma Inhaler,1.0
W01Y107669,Torn Rotator Cuff,1.0
W27705,Hypoglycemia,1.0
W02011,Pharyngitis,1.0
W01E110613,Diabetic Foot Complications,2.0
W01E128044,Atrial Fibrillation with Conduction System,1.0
W01E127851,MRSA,1.0
W01E127096,Torn Rotator Cuff,1.0
W01E127265,Hiatal Hernia,1.0
W37812,Blood Clot in Vein,1.0
W38623,ADHD,3.0
W01E124190,Knee,3.0
W01E112141,Thyroid Nodules,2.0
W27421,Strep Throat,2.0
W01E128618,Heart,1.3333333333333333
W35191,Brain,2.0
W01Y103990,Torn Medial Meniscus,1.0
W01Y108708,Shingles,1.0
W26898,Heart Failure,1.0
W01Y104434,Head,3.0
W01E132509,Stomach,1.0
W01Y113562,Knee,1.0
W01E128999,Gallstones,2.0
W01E105928,Mammography,2.0
W01E102698,Esophagus,2.0
W01E100424,Colon Polyps,2.3333333333333335
W01Y104618,Breast,3.5
W01Y110611,Shoulder,1.0
W35191,Heart,1.0
W01Y109179,IUD Placement,2.0
W01E100039,Leg,1.0
W01Y103397,Vaginal Birth,1.0
W46849,Head,1.0
W07850,Prostate Brachytherapy,1.0
W01E130192,Ringworm: Tinea Pedis,1.0
W01E117335,Warts on Skin,2.0
W26162,Spine,1.25
W06547,Pancreatic Bile Duct,1.0
W01E112288,Teeth,2.0
W01Y105315,Brain,1.0
W01E119812,Mohs Surgery,1.0
W01Y101145,Diabetic Nerve Problem,2.0
W01E111755,Heart,1.2
W01E110059,Hypoparathyroidism,1.0
W01E131001,Low Testosterone,1.0
W01E126996,Large Intestine Cross Section,2.0
W01Y108144,Psoriatic Arthritis,1.0
W01E123923,Lung,1.0
W01E112084,Atrial Fibrillation with Conduction System,1.25
W03341,Ringworm: Tinea Pedis,1.0
W01E112742,Barrett's Esophagus,1.0
W01E122018,Wrist,1.0
W01E100040,Thyroid Nodules,1.0
W28651,Prostate Cancer,2.3333333333333335
W16113,ADHD,1.5
W01E124553,Blood Clot in Vein,1.6666666666666667
W35599,Heart,1.3333333333333333
W01E106072,Liver Cirrhosis,1.0
W01E117659,Neck,1.0
W01E115562,Ringworm: Tinea Pedis,1.0
W01E114425,IUD Placement,1.0
W01E127462,Tracheoesophageal Fistula,1.0
W01E100969,Breast Cancer,1.0
W27691,Pancreatic Bile Duct,1.0
W01Y111769,ADHD,1.0
W19239,Depression: Brain Activity,1.0
W01E117198,HIV Life Cycle,1.0
W01E112653,Psoriatic Arthritis,1.0
W01E106771,Wrist,1.0
W01Y100598,Head,1.0
W01Y106317,Pancreas Anatomy,1.0
W35581,Urinary System,1.0
W01E106822,Vasculature,1.0
W01E124193,Pancreatic Bile Duct,2.5
W05464,Arm,1.0
W15704,Comminuted Fracture,1.0
W01E102690,Diabetic Foot Complications,1.0
W01E115562,Diverticulosis,1.0
W27230,Back Pain,1.3333333333333333
W01Y104245,Thorax,2.0
W13630,Dry Eye,1.0
W01E111518,Myocardial Ischemia,3.25
W13674,Heart,2.0
W01Y105538,Type 2 Diabetes - Glucose Absorption,1.0
W01Y103723,Diabetes Type 2 Glucose Transport,1.0
W27616,Crohn's Disease,1.0
W01Y113546,Pelvis,2.3333333333333335
W26092,Ventral Hernia,1.0
W01E112742,Diabetic Nerve Problem,1.0
W01259,Ear,1.3333333333333333
W01E100826,Shoulder,1.0
W01E128717,Heart,1.0
W01E133839,Peptic Ulcer Disease,1.0
W01Y101124,Atrial Fibrillation with Conduction System,1.0
W01E118921,Brain,1.0
W08187,Crohn's Disease,1.0
W01E111356,Diabetic Foot Complications,1.0
W01E115562,Thorax,1.0
W01E101687,Abdomen,1.0
W01Y103365,Mastectomy,1.0
W01E119397,Ulcerative Colitis,2.0
W01E129773,Chemotherapy IV,1.0
W04417,Colonoscopy,1.0
W01E117239,Esophagus,1.0
W01E124260,Shoulder,1.6
W32110,External Beam Radiation,1.0
W01E118215,Neck,1.0
W46509,Pelvis,1.0
W01E104174,Reproductive,1.0
W14114,Leg,1.0
W01E110510,Hand,1.0
W06985,Outer Ear Infection,1.0
W01Y101949,MRSA,1.0
W01E103636,Basal Cell Carcinoma (Gross),1.3333333333333333
W01E134194,Gallstone Pancreatitis,1.0
W01E114351,Diabetic Retinopathy,1.0
W01E130071,Kidney,2.0
W14100,Diabetes Type 2 Glucose Transport,1.0
W01E104174,Eye,1.0
W08884,Leg,1.0
W01E119707,Diabetes Type 2 Glucose Transport,1.0
W13319,Spine,1.0
W01E103997,Alzheimer's Disease,1.0
W46838,Stomach,1.0
W14029,Diabetic Nerve Problem,1.0
W37716,Appendicitis,1.0
W27480,Liver,1.0
W01Y100439,Asthma Inhaler,1.0
W01E110469,Stable Fracture,1.0
W01Y103990,Pelvis,1.5
W06650,Dialysis Vascular Access,1.0
W01Y113234,Kidney Stone,1.0
W24533,Mastectomy,1.0
W01Y106741,Spine,2.0
W19740,Hepatitis C,1.0
W01E114831,Leg,1.3333333333333333
W01E113833,Pancreas Anatomy,2.0
W01E112990,Myocardial Infarction,4.0
W01E120551,Pulmonary Edema,1.0
W01Y106405,Colonoscopy,1.0
W01E119709,Pancreatic Cancer,1.0
W01E134237,Mole Mapping,1.0
W01E124027,Artery Blockage,2.0
W01E101228,Uterine Fibroids,2.5
W36340,Strep Throat,1.0
W01E119655,Heart,2.0
W01Y102711,GERD,1.0
W01Y106260,Knee,1.0
W01E107870,Insulin and Glucose,1.0
W28686,Diabetic Retinopathy,1.0
W24584,Spine,1.0
W35822,Type 2 Diabetes - Glucose Absorption,1.0
W13724,Pancreatic Cancer,1.0
W01E103897,Spine,1.0
W05941,Rosacea,1.0
W01E108930,Diabetic Foot Complications,1.0
W31635,Barrett's Esophagus,1.3333333333333333
W01E118285,Heart,2.0
W01E121341,Pelvis,2.0
W01Y100182,Hypoparathyroidism,1.0
W01E110066,Vasculature,1.0
W15672,Heart,1.0
W08198,Stomach Cancer,1.0
W37714,Basal Cell Carcinoma (Gross),1.0
W14987,Gallbladder Anatomy,1.0
W39761,Vasculature,1.0
W01E125125,Shoulder,1.0
W01E115071,Hypoglycemia,1.0
W01E112442,Prostate Anatomy Tour,1.0
W01E115883,Insulin and Glucose,2.0
W01E128904,Osteoporosis,1.0
W03923,Pancreatic Bile Duct,1.0
W01Y105538,Gallstone Pancreatitis,1.0
W01E123499,Rheumatoid Arthritis,1.0
W24171,Stomach,1.0
W01E126197,Uterus,1.0
W24713,Skin,1.0
W01E127379,Ventricular Fibrillation with Conduction System,1.0
W27196,Gout,1.0
W35191,Ear,1.0
W01Y104925,Pancreas Anatomy,1.0
W08304,Asthma Inhaler,1.0
W13215,Atherosclerosis,1.0
W01E120551,Pancreatic Bile Duct,3.0
W01E100335,Menopause,1.0
W01Y112391,Endoscopy,1.0
W26964,Elbow,1.0
W01Y108366,Pancreas Anatomy,1.0
W01Y113803,Pancreatic Bile Duct,1.0
W01E133272,Depression: Brain Activity,1.0
W07697,Osteoporosis,2.0
W01E128796,Mastectomy,1.0
W01E104553,Shingles,1.0
W01E100478,Neck,1.0
W01E110097,Acne,1.5
W39034,Heart,1.0
W01E123181,Endometrial Cancer,1.0
W27033,Prostate Anatomy Tour,2.0
W03969,Hypoparathyroidism,2.0
W01Y103998,Psoriatic Arthritis,1.0
W01E119134,Endoscopy,1.0
W01E122467,Diabetic Retinopathy,1.0
W32000,Hypercholesterolemia,1.0
W01E107378,Liver Cancer,1.0
W01E110173,Abdomen,1.0
W01E133149,Diabetic Retinopathy,1.0
W01Y104822,Cardiac Catheterization,1.0
W26463,Crohn's Disease,1.0
W01E100371,Elbow,2.0
W01E133342,Hemorrhoids,1.0
W01E126745,Elbow,1.0
W01Y111768,Liver,1.0
W11557,Spine,1.0
W14255,Back Pain,2.0
W01E108895,Acid Reflux,2.0
W01E112500,Carpal Tunnel Syndrome,3.0
W01E102487,Blister,1.0
W01Y107212,Head,1.0
W24224,Irritable Bowel Syndrome,1.0
W14227,Prostate Anatomy Tour,1.0
W01E101611,Heart,1.0
W01Y112100,Diverticulitis,1.0
W06134,Large Intestine Cross Section,1.0
W01E118923,Prostate Brachytherapy,1.0
W01E117813,Hiatal Hernia,1.0
W01E130080,Lewy Body Dementia,1.0
W01Y100439,Spine,9.0
W35233,Appendicitis,1.0
W01E107725,Mohs Surgery,4.0
W01E131904,Stomach,1.3333333333333333
W01E119734,Enlarged Parathyroid Gland,1.0
W01E118725,Thorax,1.0
W46539,Cervix Anatomy,2.0
W32196,Hand,1.0
W01E120696,Abdomen,2.0
W38956,Neck,2.0
W05672,Brain,2.0
W01E108214,Bladder,1.0
W01Y101221,Head,2.0
W01Y112848,Umbilical Ventral Hernia,1.0
W43773,Teeth,1.0
W01Y104331,Urinary System,3.0
W01E104229,Endometriosis,1.0
W01E111709,Abdomen,1.0
W03250,Ovarian Cancer,1.0
W06040,Blood Clot in Vein,1.0
W01Y113013,Prostate Anatomy Tour,1.0
W15944,GERD,1.0
W37858,Skin,1.0
W04971,Mole Mapping,1.0
W15401,Pelvis,1.0
W05496,Heart,1.0
W01E118353,Pulmonary Hypertension,1.0
W01E113887,Ventricular Fibrillation with Conduction System,1.0
W01Y105870,Adam Insulin ,1.0
W39213,Pancreatic Bile Duct,1.0
W39046,Neck,1.0
